Cluster ‐ 1,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
227,Karawal  Ngr,Rly statation,"1. O.D.Rly Station 2. Isbt/Mori Gate 3. Old Sectt 4. Br Hospital 5. Nanak Sar 6. Bhajan Pura 7. Dayal Pur 8. Karawal
Ngr.",0,14.8,15,8,5,3
239,Mori Gate (T),New Seema Puri,"1. Mori Gate 2. Old Sectt 3. Br Hosp. 4. Nanak Sar 5. Bhajan Pura 6. C‐4 Yamuna Vihar 7. Babar Pur Extn 8. Jyoti Ngr
9. Nand Nagri Terml 10. Anand Gram 11. New Seema Puri.",0,19.7,15,11,6,5
242,Karawal Nagar,Sarai Kale Khan,1. Sarai Kale Khan 2. Road Bridge 3. Pusta Xing  4. Mother Dairy 5. Shaker Pur 6. Jagat Pur A‐Blk 7. Swarn Cinema 8. Seelam Pur 9. Babar Pur Extn. 10. C‐4 Yamuna Vihar 11. Bhajan Pura 12. Dayal Pur 13. Karawal Ngr.,0,23.4,15,12,7,5
248,Mori Gate (T),Johri Pur Dabas,1. Mori Gate 2. Old Sectt 3. B.R.Hosp 4. Nanak Sar 5. Bhajan Pura 6. Dayal Pur 7. Karawal Ngr  8. Johri Pur Dabas.,0,14.4,15,8,5,3
253,Mori Gate (T),Yamuna Vihar Terminal,"1.Mori  Gate  2.  Shyam  Giri  Mandir  3.  New  Usman  Pur  (Pusta  ‐I)4.  Gamri  Ex  (Pusta  No‐5)5.  Bhajan  Pura  6.  C‐4
Yamuna Vihar",0,10.2,15,5,3,2
258,Mori Gate (T),"Chauhan Patti/Sonia
Vihar",1. Mori Gate  2. Old Sectt 3. Br Hosp 4. Nanak Sar 5.Sonia Vihar ‐E  Blk. 6. Chauhan Patti.,0,12.4,15,7,4,3
260,Kend.Terminal,C-4 Y.Vihar,"1. Kend Terml 2. Krishi Bhawan 3. Mandi House 4. Delhi Gate 5. Red Fort 6. Isbt 7. Old Sectt 8. Majnu Ka Tilla  9.
Nanak Sar 10. Bhajan Pura 11. C‐4 Yamuna Vihar",0,23.3,15,12,7,5
263,Mori Gate (T),Indira Puri (Loni Border),"1. Mori Gate (T) 2. Old Sectt 3. B.R.Hospital 4. Nanak Sar 5. Bhajan Pura 6. C‐4 Y.Vihar 7. Johripur Xing 8. Ps Indira
Pur 9. Indira Puri Loni Border",5,17,15,9,5,4
265,Kend.Terminal,Indira Puri (Loni Border),1. Kend Term. 2. Krishi Bhawan 3. Mandi House 4. Ito Agcr 5. Rainy Well 6. Shakar Pur 7. Jagat Pur A‐Blk 8. Swarn Tks.9. Seelam Pur 10. Babar Pur Extn 11. Jyoti Cly 12.  Johari Pur Xing 13.Ps Indira Puri 14. Indira Puri Loni.,0,28,15,15,9,6
270,Kendriya Trml.,Karawal nagar,"1.  Kend.  Term  2.  Krishibhavan  3.  Mandi  House  4.  Delhi  gate  5.  Redfort  6.  ISBT  7.  Old  sectt.  8.  BR  hospital  9
Nanaksar 10 Bhajanpura 11. Dayalpur 12. Karawal nagar",0,24,15,13,8,5
300,Kend.Terminal,Noida Sec34,"1. Kend. Term 2. Regal 3. Mandi House 4. Ito Agcr 5. Rainy Weell 6. Mother Dairy 7. Pusta Xing 8. Mayur Vihar Ph‐I
9. Hindon Regulator 10. Naya Bans 11. Staff Qtrs 12. O‐Blk Sec‐12 .13. Noida Sec‐22 14. Noida Sec‐23/54 15. Up Roadways Bus Terml.Sec‐34.",10,31,12,21,12,9
302,Mori Gate (T),Shastri Nagar,1 Mori Gate.2. Red Fort 3. Delhi Gate 4. Ito(Agcr) 5. Rainy Well 6. Shakar Pur 7. Shastri Ngr.,0,12.1,15,6,4,2
311,KallyanPuri,Ambedkar Ngr(T),"1. A.N.Terminal 2. Hamdard Ngr 3. Dda Flats Kalka Ji 4. Kalka Ji 5. Sant Ngr 6. Mckr Hopital 7. Lajpat Ngr 8. Ashram
9. Sarai Kale Khan 10. Road Bridgeeast 11. Pusta Xing 12. Mayur Vihar Ph‐I 13. 13‐Blk Trilok Puri 14. Kalyan Puri.",0,24.6,15,13,8,5
312,Mori Gate (T),Seema Puri,"1. Mori Gate 2. Red Fort 3. Delhi Gate 4. I.T.O. Agcr5. Rainy Well 6. Shaker Pur 7. Jagat Puri A‐Blk.8. Swarn Cinema
9. Kasturba Ngr 10. Vivek Vihar 11. Surya Ngr 12. Seema Puri.",0,21.9,15,12,7,5
321,Shahdara,Sec-51 NOIDA,"1.  Shahdara  2.  Kanti  Ngr  3.  Jheel  4.  Shakar  Pur  5.  Mother  Dairy  6.  Pusta  Xing  7.  Mayur  Vihar  Ph‐I  8.  Hindon
Regulator  9.  Naya  Bans  10.  Noida  Staff  Qtrs  11.  O‐Blk  Noida  Sec‐12  12. Noida  Sec‐53  Xing  13. Noida  Sec‐34  Up Roadways Bus (T).",0,26,15,14,8,6
326,Vasant Kunj Sect-,Krishna Nagar,"1.  Vasant  Kunj  Sec‐A  2.  B‐3  Vasant  Kunj  3.  Manav  Sthali  School   4.  Power  House  5.  V.V.Depot  6.  Rk  Puram‐I7. Mohd.Pur  8. S.J.Hospital 9. Air Port 10. Bharti Ngr11.  Shahjahan  Road  12. Supreme  Court  13. Ito(Agcr)14. Rainy
Well 15. Shakar Pur 16. Jheel 17. Krishna Ngr.",0,31.4,15,17,10,7
327,Pun.Bagh(T),Mayur Vihar Phase-I,1.  Pun.Bagh  (T)  2.  Karam  Pura  3.  W.P.  Ngr.  4.   Shankar  Road5.  Ridge  Road  6.  Kend.Terminal  7.  Regal  8.  Mandi House 9. Ito(Agcr) 10. Rainy Well 11. Mother Dairy 12. Pusta Xing 13. Mayur Vihar Ph‐I 14. Mayur Vihar Extn.,0,23.5,15,13,8,5
330,Chander Nagar,Sec-34 Noida,1. Chander Ngr 2. Jheel 3. Krishi Bhawan  4. Swarn Cinema 5. Shahdara Court 6. Yojna Vihar7. Anand Vihar Isbt 8. Nhw Xing 9. Mayur Vihar Ph‐Ii10. 13‐Blk Trilok Puri 11. Vasundra Enclave Play Gr.12. Jhund Pura 13. Noida Sec‐22 H‐Blk.14. Noida Sec‐23/54 Xing 15. Noida Sec‐34 U.P.Roadwaysbus Terminal.,0,26,15,14,8,6
336,Vasant Vihar(T),Vivek Vihar,"1. Vasant Vihar (T) 2. Modern School 3. Swami Malai Mandir 4. Rk Puram Sec‐I  5.Mohd .Pur 6. S.J.Hospital 7. Sj Air
Port8. Bharti Ngr 9. Shahjahan Road 10. Supreme Court11. Ito(Agcr) 12. Rainy Well 13. Shakarpur 14. Jagatpuri A‐ Blk 15. Swarn Talkies 16. Kashturba Ngr 17. Vivek Vihar.",1,29.4,15,16,9,7
339,Mori Gate (T),"Mandawali
Health Centre",1. Mori Gate (T) 2. Red Fort 3. Delhi Gate 4. Ito(Agcr)5. Rainy Well 6. Mandawali Health Centre,0,11.7,15,6,4,2
348,Mori Gate (T),Mayur Vihar Phase-II,"1. Mori Gate (T) 2. Red Fort 3.  Delhi Gate 4. Ito(Agcr) 5.Rainy Well 6. Mother Dairy 7. Vinod Nagar 8. Mayur Vihar
Phase‐Ii",0,12.7,15,7,4,3
357,Anand Vihar (I.S.B.T.),Karawal Nagar,"1. Anand Vihar(Isbt) 2. H.P. Depot 3. Jagatpuri A‐Blk 4. Swran Talkies 5. Seelampur 6. Babar Pur Extn 7. Jyoti Colony
8. Johri Pur Xing 9. Kardam Farm10. Karawal Nagar",0,18,15,10,6,4
365,RK Puram-I,Noida 32.,"1. R.K.Puram‐I 2. Mohd Pur 3. A .I.I.M.S. 4. Andrews Ganj 5. L.P.Ngr 6. Ashram 7. Sarai Kale Khan 8. Road Bridge East9. Pusta Xing 10. Mayur Vihar‐I Xing 11. Hindon Regulator 12. Naya Bans 13. Staff Qtrs. 14. O‐Blk Noida Sec‐12
,15. Noida Sec‐22 H‐Blk 16. Noida Sec‐32.",0,28.2,15,15,9,6
373,Hauz Khas (Terml),Krishna Nagar,"1. Hauz Khas (T) 2.  Punchsheel Club 3. Khel Gaon 4. Defence Cly 5. Bharti Ngr 6.  S.Bharti Marg 7. Supreme Court
8. Ito(Agcr) 9. Rainy Well 10. Shakarpur11. Jheel 12. Krishna Ngr",0,24,15,13,8,5
377,"NOIDA Sec-55,
57",Ambedkar Std,"Ambedkar  Std,  ITO  AGCR  /  Delhi  Sectt,  Rainy  Well,  Mother  Dairy,  Pusta  Xing,Mayur  Vihar  Ph-1,  Hindon
Regulator, Nayabans, Staff Qrs, NOIDA Sec-12 O Block, NOIDA Sec-55 / 57",0,21,15,11,7,4
381,Kend.Terminal,DDA Flats West Gorakh Park,1. Kend.Terminal 2.  Patel Chowk 3. Mandi House4. Ito Agcr5. Rainy Well 6. Shakar Pur 7. Jagat Puri A‐Blk 8.Swarn Talkies 9. Seelampur 10. Babar Pur Extn Flats11. Dda West Gorakh Park,0,19.9,15,11,6,5
384,Arya Smaj Road,Trilok Puri 31- Blk,"1. Arya Smaj Road/Pusa Rd Petrol Pump  2. Mandir Marg 3.R.M.L.Hosp 4. Kend.Terminal 5. Regal 6. Mandi House
7. Ito(Agcr) 8. Rainy Well 9. Mother Dairy 10. Pushta Xing 11. Mayur Vihar Phase‐I 12. Trilok Puri 31‐Block",0,23.7,15,13,8,5
426,N.Delhi Rly.Stn.Ga,Hamdard Nagar,"1. N.D. Rly Station Gate‐Ii 2. Delhi Gate 3. Supreme Court 4. Sunder Ngr/ Golf Club 5. Ps Nizamuddin 6. Ashram 7.
Lp Ngr 8. Mckr Hospital 9. Sant Ngr 10. Kalka Ji 11. Dda Flats Kalakaji 12. Hamdard Ngr",0,19.8,15,11,6,5
432,Indrapuri Loni,Badarpur Border,"Badarpur Brd, Badarpur, Madanpur Khadar Xing, Okhla Tank, Ishwar Ngr, Ashram, Sarai K Khan, Rd Bridge East, Pusta Xing, Vinod Ngr, NHW Xing, HP Depot, Jagatpuri A Block, Swaran Cinema, Seelampur, Babarpur Extn, Jyoti
Ngr, Joharipur Xing, PS Indrapuri, Indrapuri Loni",0,36.1,15,19,12,7
443,Shahdra,Badar Pur Border,"1. Shahdara 2. Swarn Cinema 3. Jagat Puri A‐Blk 4. Shaker Pur 5. Mother Dairy 6. Pusta Xing  7. Mayur Vihar‐I Xing
8. Hindon Regulator 9. Naya Bans 10. Noida Sec‐28/29 11. Noida Sec‐37 12. Inter National School 13. Kalindi Kunj
14. Sarita Vihar 15 .Ali Village 16. Badar Pur 17. Badar Pur Bdr.",13,30.1,10,24,14,10
543,Anand Vihar (T),S.J.Terminal,"1.  Anand  Vihar  (T)  2.  Nhw  Xing  3.  Vinod  Ngr  4.  Pusta  Xing5.  Road  Bridge  East  6.  Sarai  Kale  Khan  7.  Ashram  8.
L.P.Ngr.9. Andrews Ganj 10. Aiims 11. S.J.Terminal",17,19.9,10,16,10,6
611,Mayur Vihar-III,Bapu Dham,"1. Mayur Vihar ‐Iii 2. Kalyan Puri 3. 27 ‐Blk Tirilok Puri 4. Mayur Vihar‐I  5. Pusta Xing  6. Road Bridge East 7. Sarai
Kale Khan 8. Ashram 9. L.P. Ngr 10. Andrews Ganj11. Aiims 12. Mohd Pur 13 R.K. Puram‐I 14. R.K. Puram Sect‐815. Rla College 16. Dh. Kuan / Bapoo Dham",12,31.6,10,25,15,10
623,Shahdara Terml,Vasant Vihar CPWD Colony,"1.  Shahdra  T.  2.  Swaran  Cinema  3.  Jagat  Pur  A‐Blk  4.  Shakarpur  5.  Rainy  Well  6.  Ito  Agcr  7.  Supreme  Court  8. Shahajahan  Rd.  9.  Bharti  Ngr  10.  Defence  Cly  11.  Aiims  12.  Mohd  Pur  13.  R.K.  Puram  ‐I  14.  Modern  School  15.
Cpwd Cly Vasant Vihar",29,29,5,46,28,18
702,Dh Kuan,Shahdra (T),"1. Dh Kuan 2. Moti Bagh 3. RKP-1 4. Mohdpur 5. AIIMS 6.Andrewsganj 7. LP Ngr 8. Ashram 9. SK Khan 10. Road
Bridge East 11. Pusta Xing 12. Mother Dairy 13. Shakarpur 14. Jagatpuri A Block 15. Swaran Cinema 16. Shahdara (T)",0,30,15,16,10,6
904,Shakurpur JJ Cly,Sarai Kale Khan,"1   Shakur Pur Jj Cly 2   P   Bagh T   3   P   Bagh 4   Raja Garden5   Maya Puri Chowk 6   Naraina Vihar 7   Brare Squire
8  Rr Lines 9   Dh   Kuan 10 Rla College 11   Sect‐ 8 Rk Puram 12  R  K   Puram Sect‐1 13   Mohd Pur 14   Aiims 15 Andrews Ganj 16   Lajpat Ngr 17   Ashram  18   Sarai Kale Khan",0,31.6,15,17,10,7
2STL,Indrapuri Loni,Shahdara (T),"Indrapuri Loni, PS Indrapuri, Joharipur Xing, Jyoti Ngr, Babarpur Extn, Seelampur, Shahdara (T)",0,11,15,6,4,2
426stl,Hamdard Nagar,"Nizamuddin
Rly Stn","Hamdard  Ngr,  AN  (T),  Sheikh  Sarai  Ph-2,  Savitri  Cinema,  CR  Park,  Kalkaji,  Sant  Ngr,  Sapna  Cinema,  Ashram,
Nizamuddin Rly Stn",0,16.3,15,9,5,4
543stl,Anand Vihar,Sadiq Nagar,"1. Anand Vihar Bus Terml 2.  Nhw Xing 3.  East Vinod Nagar4. Pusta Xing 5.  Road Bridge East 6.  Sarai Kale Khan7.
Ashram 8. Lajpat Nagar 9.  Mckr Hosp. 10.  Sadiq Nagar",0,16.8,15,9,5,4
GL-23,"Anand Vihar
ISBT",ISBT K Gate,"Anand Vihar ISBT, HP Depot, Jagatpuri A Block, Swarn Cinema, Seelampur, Shyamgiri Mandir, ISBT K Gate",0,14,15,7,4,3
493,Nehru Place(T),Mayur Vihar Ph- III,1. Nehru Place(T) 2. Modi Floor  Mill 3. Okhla Tank  4.Sarita Vihar Xing 5.  Kalindi Kunj  6. Inter National School7. Noida Sec‐37 Xing  8.  Sec‐19b Noida 9.  O Block Sec‐1210.Jhund Pura 11. New Kondli Mkt.  12. Mayur Vihar Ph.Iii.,16,21.5,10,17,10,7
243,DDA Kalkaji,Nand Nagri T,"1. Dda Flatskalkaji 2. Punj Sons 3. S.N.P. Depot 4. Ashram 5. Sarai Kale Khan Isbt 6. Road Bridge 7. Pusta Xing 8. Mother Dairy 9. Shaker Pur 10. Jagat Pur A‐Blk 11. Swarn Cinema 12. Kasturba Ngr 13. Vivek Vihar  14. Surya Ngr
15. Seema Puri 16. Anand Gram 17. Nand Nagri.",0,32.8,15,17,10,7
,,,Total Buses,214,,,744,443,301
Cluster ‐ 13,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
83,Sadar Thana,"Hari Nagar
Clock Tower","Sadar Thana, DB Gupta Mkt, RS Sat Sang, WP Ngr, Moti Ngr, PS Kirti Ngr, MP Depot, Beriwala Bagh, Hari Nagar
Clock Tower",0,16.9,15,9,5,4
539,Mahrauli,Nangloi,"1. Mehrauli 2. Qutab 3. Andheria More 4. Kishan Garh, 5. Verma Farm 6. Mahipal Pur 7. Rang Puri 8. Sambhalka9. Kapesherg  More 10. Bijwasan School 11. Bijwason Rly Xing 12. Bamroli 13. Chhawla Camp   14. Chhawla Vill. 15. Jhatikra  More  16.  Roshan  Pura  17  Najafgarh  18.  D.K.Depot.  19.  Baprola  20.  Tilang  Pur  Kotla  21.  Ranhola  22.
Neelothi Xing 23. Nangloi",26,44,5,70,42,28
578,S.J.Terminal,Najafgarh,"1. S.J.Terml 2. S.J.Hospital 3. Nauroji Ngr 4. Rk Puram‐I 5. S.M.Temple 6. Aps Cly 7. Nh Xing 8. Mahipal Pur Xng 9. Rang Puri 10. Sambhalka 11. Kapashera More 12. Bijwa‐San School 13. Bijwasan  Rly Xing 14. Bamroli 15. Chhawla
Camp 16. Chhawla Vill 17. Jhatikri More 8. Roshan Pura 19. Najafgarh",25,34.7,5,56,33,23
701,Najafgarh,Narela,"Najafgarh,  DK  Depot,  Baprola,  Tilangpur  Kotla,  Randhala,  Nilothi  Xing,  Nangloi,  Kamruddin  Ngr,  Mundika,  Rani Khera,  Madanpur  Dabas,  Karala,  Kanjhawala,  Ladpur,  Jyonti,  Punjab  Khor,  Qutabgarh,  Mungeshpur,  Auchandi
Border, Auchandi Vill, Dariyapur, Bawana, Ghoga, A/F Stn, Sanoth Xing, Vishal Bagh, Narela",6,53.7,12,36,21,15
703,Shastari Ngr.,AI Janakpuri,"1.Shastri Nagar 2 Shakarpur  3. Rainy Well  4. I.T.O (Agcr)5. Mandi House  6. Regal  7. Kendriya (T) /Tal Katora Rd.
8.  Talkatora  Garden   9.  Bharat  Sadhu  Smaj10.  Dh.  Kuan   11.  Rr  Line   12.  Signal  Officers  Flats13.  Kriby  Place   14 Lajwanti Garden  15. Desu Cly.16. C‐2b Janak Puri  17. A‐1 Janak Puri",12,30,10,24,14,10
706,Mori Gate TRML.,Rajokri Harijan Basti,1. Mori Gate 2. Jamuna Bazar 3. Shanti Van4. Delhi Gate 5. Mandi House   6. Patel Chowk 7. Kend.(T)  8.Talkatora Garden 9.Bharat Sadhu Samaj10. Dh. Kuan 11. Air Force Hq. 12. Aps Colony13. N.H.Way Xing 14. Mahipal Pur 15. Rang Puri16. Mile Stone 17. Rajoukri Xing 18.Rajoukri Vill.19. Harijan Basti Rajoukri,0,29.6,15,16,9,7
708,Narela,Najafgarh,"1. Narela   2. Vishal Bagh    3. Sanoth Xing   4.Ghoga A/F Stn.5.  Bawana   6. Bajitpur Xing   7. Prem Piao,   8. Chand Pur9.    Kanjhawala      10.   Kanjhwala   School     11.Ghewra   Vill,12.Hiran   Kudna   Xing    13.   Mundka   14.Amruddin Nagar,15. Nangloi  16. Nilothi Xing   17. Ranhola  18.Tilangpur Kotla,19. Baprola  20. Dk Depot   21. Najafgarh",28,42.2,5,68,27,41
772,Uttam Nagar Trml.,IGI Airport,"1. Uttam Ngr. 2. C‐I Janak Puri 3. Dabri Village4. Palam Village 5. Amrohi Xing 6. Bagrola Village7. Shahbad Mohd.
Pur 8. Igi Air Port",0,13.5,15,7,4,3
773,Bharthal Village,A.K.Stadium,"1.A.K. Stadium  2. Mandi  House  3. Patel  Chowk  4.  Kend.  T.  5. Talkatora  Garden  6.Bharat  Sadhu  Samaj  7. Dhaula Kuan 8. Air Force H.Qrts. 9. Aps Colony 10. Naitonal High Way Xing 11. Mahi Pal Pur 12. Rang Puri 13. Samalkha 14.
Kapashera Xing 15. Bijwasan School 16. Barthal Village",0,29.9,15,16,10,6
783,Delhi sectt.,NajafgarhTermi nal,"1.  Delhi Sectt  2.Ambedkar Stadium3.  Mandi House  4. Krishi Bhawan5. Teen Murti  6.Rly.Colony  7. Dh.Kuan8. Rr
Lines  9. Signal Officers Flats10. Kirby Place  11. Lajwanti Gdn  12. Desu Cly,13. C‐I Janak Puri  14.Uttam Ng(T)  15. Nwada16. Kakroula Bridge  17. Nangli Sakroti  18. Najafgarh",2,32,15,17,10,7
790,Ambedkar Stadium,Najafgarh,"1.Ambedkar.Std  (T)  2.  Mandi  House   3.Patel  Chowk,4.Kend.Terml   5.  Talkatora  Gdn   6.Bharat  Sadhu  Smaj,7. Dh.Kuan   8.Air Force  Hq   9.  Aps Cly 10.N.H.W Xing11.Mahipal Pur    12. Rang  Puri   13. Smalka14. Kapashera  Xing
15. Bijwasan School16.Bijwasan Rly.Stn  17. Bamnoli  18. Chhawla Camp  19. Chhawla  Village,20 Jhatikra Xing  21.
Roshan Pura  22 Najafgarh",1,42,15,22,13,9
792,Mori Gate (T),Bharthal,"1. Mori Gate(T)  2. Ice Factory 3.G G S.Marg,4. Rabindra Rangshala  5. R‐Blk.Rajinder Ngr.6. Budha Jayanti Park 7. Dh.Kuan  8. Air Force Hq,9. Aps Cly  10. National Highway Xing,11. Mahipal Pur 12.Rang Puri 13. Smalka 14. Kapas
Hera Xing 15. Bijwasan School 16. Bharthal",1,30,15,16,10,6
801,Tri Nagar Metro St,IGI Air Port,1.Tri Nagar Metro Station 2.Zakhira 3.Moti Nagar 4. Raja Garden 5. Mukherji Park 6. Tilak Nagar 7.C‐2b Janak Puri 8.Dabri Village 9. Palam Village 10.Ambrani Xing 11. Bagrola 12. Shahbad Mohd.Pur 13. Igi Air Port,13,15.7,10,13,8,5
806,KARAM PURA,Peprawat Village,"1.Karam Pura 2. Raja Gardedn 3. Mukherji Park 4. Tilak Nagak 5. Distt Centre 6. Uttam Ngr.7. Nawada  8. Kakroula
Bridge  9. Nangli Sakrawati10. Najaf Garh  11. Paprawat Village",0,15.5,15,8,5,3
818,Tilak Nagar,Jhatikra Village,1. Tilak Ngr.  2. Distt. Centre  3. Uttam Ngr(T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakrawati 7. Najaf Garh 8. Roshan Pura  9. Jhatikra Xing0. Rewla Khan Pur  11. Pandwala Kalan Xing. Daulat Pur Xing  13.  Jhatikra Vill.,0,15.8,15,8,5,3
819,Tilak Nagar,Pandwala Kalan,1. Tilak Ngr.  2. Distt. Centre  3. Uttam Ngr(T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakrawati 7. Najaf Garh 8. Roshan Pura  9. Jhatikra Xing10. Rewla Khan Pur  11. Pandwala Kalan Xing12. Pandwala Kalan,1,15,15,8,5,3
821,Tilak Nagar,Zaffarpur Kalan,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8.
Ghuman Hera Xing  9 Mitraou10. Surera Xing  11. Rawata Xing 12. Jaffar Pur Kalan",0,15.4,15,8,5,3
822,Tilak Nagar,Issa Pur Temple,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8. Ghuman Hera Xing  9. Mitraou10. Surera Xing.  11 Rawata Xing  12. Mundhela Xing 13. Kazi Pur  14. Issa Mc School
15. Issa Pur Tample",0,33,15,18,11,7
824,Tilak Nagar,Kair Village,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8.
Ghuman Hera Xing  9 Mitraou 10. Kair Vill.",0,18,15,10,6,4
825,Tilak Nagar,Jharoda Kalan,"1 Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8.
Jharoda Xing  9 Jharoda Camp10. Jharoda Kalan",2,17.8,15,9,6,3
826,Tilak Nagar,Khera Dabar,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati7. Najaf Garh  8.
Ghuman Hera Xing  9. Mitraou10. Surera Xing  11. Khera Dabar",1,15.6,15,8,5,3
827,Tilak Nagar,Daurala Border,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8. Ghuman Hera Xing  9 Mitraou10. Surera Xing.  11 Rawata Xing  12. Samas Khalsa 13.Ujawa  14. Malik Pur Zar Xing
15. Rawata 16.Durala Bdr.",5,29.6,15,16,9,7
828,Karam Pura Trml.,Galib Pur,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8.
Ghuman  Hera Xing   9. Khaira Vill. 10. Kharkhri  Nahar   11. Kharkhri  Jatmal  12. Hasan Pur   13. Ghuman  Hera   14. Rawata15. Amrawati Piou  16. Galib Pur",2,28.1,15,15,9,6
829,Tilak Nagar,Shikar Pur,1. Tilak Ngr.  2. Distt. Centre  3. Uttam Ngr(T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakrawati 7. Najaf Garh 8. Roshan Pura  9. Jhatikra Xing10. Rewla Khan Pur  11. Pandwala Kalan Xing 12. Doulat Pur Xing  13.Shikar Pur,1,23.4,15,12,7,5
834,Tilak Ngr,"Nanakheri
Border","Tilak  Ngr,  Distt  Centre,  Uttam  Ngr,  Nawada,  Kakrola  Bridge,  Nangli  Sakrabati,  Najafgarh,  Roshanpura,  Jhatikra
Xing, Chhawala Vill, Kanganheri, Badusarai, Nanakheri, Nanakheri Border",0,24,15,13,8,5
835,Tilak Nagar,"Dhansa
Border","Tilak  Ngr,   Distt  Centre,  Uttam  Ngr  (T),  Nawada,  Kakrola  Bridge,  Nangli  Sakroti,  Najafgarh,  Ghuman  Hera  Xing,
Mitraoo, Suraera Xing, Rawta Xing, Mundhela Xing, Kazipur, Dhansa Vill, Dhansa Border",9,29.4,12,20,12,8
836,Tilak Nagar,Mundella Khurd,"1. Tilak Ngr.  2. Distt. Centre  3.  Uttam Ngr (T)4. Nawada  5. Kakroula Bridge  6. Nangli Sakarawati 7. Najaf Garh  8.
Ghuman  Hera  Xing   9.  Mitraou10.  Surera  Xing.   11  Rawata  Xing   12.  Mundhela  Xing13.  Mundhela  Kalan   14. Mundhala Khurd",2,25.2,15,13,8,5
844,Najafgarh,Sarang Pur,"1. Najaf Garh  2. Ghuman Hera  3. Mitraon4. Surehra Xing  5. Rawata Xing  6. Samas Pur Khalsa7. Ujwa  8. Malik
Pur Zar  9.  Jhuljhuli  10. Sarang Pur",0,18,15,10,6,4
845,Tilak Nagar,Daulat Pur,"1. Tilak Nagar 2. Distt. Centre 3. Uttam Ngr 4. Nawada 5. Kakrola Bridge 6. Nangli Sakrawati 7. Najaf Garh8. Roshan
Pura 9. Jhatikara Xing 10. Rewala Khan Pur11. Pandwala 12. Daulat Pur",0,21.5,15,11,7,4
848,Tilak Nagar,Bakar Garh Bdr,"1.Tilak  Ngr  2.  Distt  Centre  3.  Uttam   Ngr  (T)  4.  Nawada   5.  Kakola  Bridge  6.  Nangli  Sakrawat  7.  Najaf  Garh8. Ghuman Hera Xing 9. Mitrown 10 Surehra Xing 11. Rawata Xing 12. Mundela Xing  13. Bakkar Garh Xing 14. Bakkar
Garh Border",1,24,15,13,8,5
858,Najaf  - garh,Kamla Mkt,"1    Kamla Mkt     2    Regal   3    Kend    Trml    4    Talkatora Garden   5    Bhart Sadhu  Samaj6    Dh    Kuan   7    Air Force Hospital   8    Aps  Cly   9    N   H   W    Xing   10    Mahipal  Pur   11    Rang  Puri12    Samlka   13    Kapas  Hera  More   14 Bijwasan School15   Bijwasan Rly Xing  16   Bamroli  17   Chhawala Camp 18   Chhawala Vill   19   Jhatikra Xing  20
Roshan Pura 21   Najaf Garh",2,40.4,15,22,13,9
872,Tilak Nagar,Surak Pur,"1    Tilak  Ngr  2    Distt  Centre  3    Uttam  Ngr  4    Nawada  5    Kakrola  Bridge  6    Nangli  Sakrawati  7    Najaf  Arh  8
Jharoda Xing 9   Jharoda Camp   10 Surak Pur",0,16,15,9,5,4
873,Tilak Nagar,Tajpur Khurd,"1   Tilak Ngr 2   Distt Centre 3   Uttam Ngr 4   Nawada 5   Kakrola Bridge 6   Nangli Sakrawati 7   Najaf Arh 8  Roshan
Pur 9   Goal Village  10   Tajpur Khurd",0,17.8,15,9,6,3
885,Rewla Khan Pur,Tilak Nagar,"1   Tilak Nagar 2   Disttt Centre 3   Uttam Nagar 4   Nawada 5   Kakrola Bridge 6   Nangli Sakrawati 7.   Najaf Garh 8
Roson Pura 9   Zhatikara Xing 10   Rewla Khan Pur",1,34.1,15,18,11,7
